lkl04	1	1146
lkl04	1143	2051
lkl04	2152	2236
lkl04	2257	3579
lkl04	3653	3741
lkl04	3801	4115
lkl04	4184	4888
lkl04	5080	6066
lkl04	6110	7174
lkl04	7167	7832
lkl04	7829	9010
lkl04	9007	10200
lkl04	10239	11627
lkl04	11714	12100
lkl04	12102	13079
lkl04	13173	14243
lkl04	14327	14473
lkl04	14470	14559
lkl04	14559	16232
lkl04	16235	18376
lkl04	18394	19008
lkl04	19011	21494
lkl04	21491	22192
lkl04	22272	23417
lkl04	23438	24013
lkl04	24201	24530
lkl04	24622	25431
lkl04	25483	25674
lkl04	26056	26346
lkl04	26450	26767
lkl04	26894	27076
lkl04	27186	27734
lkl04	27795	28124
lkl04	28185	28508
lkl04	28601	28699
lkl04	28696	29049
lkl04	29085	29240
lkl04	29363	29575
lkl04	29609	30115
lkl04	30136	30681
lkl04	30905	31894
lkl04	31891	33048
lkl04	33174	34157
lkl04	34161	34730
lkl04	34824	35441
lkl04	35438	36157
lkl04	36154	39012
lkl04	39028	40389
lkl04	40386	42098
lkl04	42095	43129
lkl04	43197	43820
lkl04	44116	44661
lkl04	44960	45880
lkl04	45871	47109
lkl04	47177	48196
lkl04	48193	49149
lkl04	49175	50650
lkl04	50694	51344
lkl04	51409	51481
lkl04	51930	53897
lkl04	54303	56630
lkl04	56875	57516
lkl04	58023	59156
lkl04	60931	61473
lkl04	61808	62179
lkl04	62169	62555
lkl04	62867	63499
lkl04	63600	64022
lkl04	64036	64458
lkl04	64471	65901
lkl04	65947	67998
lkl04	68138	68587
lkl04	68658	69194
lkl04	69268	71013
lkl04	71175	72431
lkl04	72667	73815
lkl04	73816	74850
lkl04	74875	75402
lkl04	75399	76640
lkl04	76742	77623
lkl04	77637	79703
lkl04	79782	80858
lkl04	80869	81936
lkl04	82001	82513
lkl04	82523	83134
lkl04	83209	83823
lkl04	83891	85600
lkl04	85677	86561
lkl04	86801	88456
lkl04	88559	91444
lkl04	91471	92103
lkl04	92171	92743
lkl04	92788	94872
lkl04	94945	95841
lkl04	95864	97633
lkl04	97729	98934
lkl04	98977	99678
lkl04	99711	100349
lkl04	100332	101255
lkl04	101323	101874
lkl04	101906	102487
lkl04	102491	102862
lkl04	103183	103815
lkl04	103970	105193
lkl04	105201	105485
lkl04	105540	107222
lkl04	107219	107920
lkl04	107975	108814
lkl04	108811	110001
lkl04	109998	110894
lkl04	110918	112096
lkl04	112183	113040
lkl04	113037	113729
lkl04	113717	114988
lkl04	115306	116127
lkl04	116138	116704
lkl04	116714	117544
lkl04	117775	118332
lkl04	118454	118711
lkl04	118718	119173
lkl04	119227	120396
lkl04	120500	120589
lkl04	120707	120856
lkl04	121241	121807
lkl04	121889	123013
lkl04	123036	123872
lkl04	123898	124110
lkl04	124179	125000
lkl04	125004	125963
lkl04	126001	126717
lkl04	127137	127436
lkl04	127433	127765
lkl04	127885	128142
lkl04	128185	128502
lkl04	128545	130026
lkl04	130082	131230
lkl04	131227	134229
lkl04	134234	134413
lkl04	134429	134986
lkl04	135010	137076
lkl04	137133	138032
lkl04	138055	141591
lkl04	141576	142208
lkl04	142241	142705
lkl04	142715	143827
lkl04	143912	144745
lkl04	144755	146017
lkl04	146047	146580
lkl04	146602	147273
lkl04	147266	148708
lkl04	148776	149180
lkl04	149281	149472
lkl04	149554	149652
lkl04	149741	150007
lkl04	150004	150303
lkl04	150308	151423
lkl04	151420	152223
lkl04	152220	153125
lkl04	153122	154255
lkl04	154369	155556
lkl04	155645	156985
lkl04	157094	157780
lkl04	157840	158469
lkl04	158466	159065
lkl04	159062	159856
lkl04	159837	161555
lkl04	161585	162607
lkl04	162613	163482
lkl04	163719	165770
lkl04	165767	168649
lkl04	168757	169347
lkl04	169365	170354
lkl04	170414	171226
lkl04	171300	172313
lkl04	172476	173813
lkl04	173867	174790
lkl04	174790	175728
lkl04	175725	177284
lkl04	177362	177766
lkl04	177763	178308
lkl04	178327	179250
lkl04	179265	180017
lkl04	180024	180437
lkl04	180533	181435
lkl04	181445	182620
lkl04	182632	183612
lkl04	183616	183906
lkl04	183983	184378
lkl04	184380	186158
lkl04	186215	187087
lkl04	187189	187779
lkl04	187933	188697
lkl04	188756	189043
lkl04	189122	189907
lkl04	189904	190593
lkl04	190594	191514
lkl04	191555	192034
lkl04	192047	193297
lkl04	193378	194124
lkl04	194148	195209
lkl04	195272	196645
lkl04	196653	197678
lkl04	197620	198825
lkl04	198822	199421
lkl04	199533	200357
lkl04	200354	201481
lkl04	201540	201989
lkl04	201986	202237
lkl04	202334	202879
lkl04	202940	203764
lkl04	203815	204129
lkl04	204170	204658
lkl04	204746	204827
lkl04	204980	206002
lkl04	206107	206895
lkl04	207083	208399
lkl04	208464	208535
lkl04	208560	208633
lkl04	208615	209646
lkl04	209693	210094
lkl04	210390	211526
lkl04	211695	211931
lkl04	211943	212518
lkl04	213391	214836
lkl04	214895	215836
lkl04	215904	217520
lkl04	217481	218713
lkl04	218820	220115
lkl04	220209	221231
lkl04	221478	222089
lkl04	222095	223822
lkl04	223892	224449
lkl04	224456	225490
lkl04	225579	226376
lkl04	226414	226860
lkl04	226857	227264
lkl04	227264	228400
lkl04	228501	229700
lkl04	229750	230523
lkl04	230658	232448
lkl04	232639	234444
lkl04	234573	235403
lkl04	235615	237147
lkl04	237241	238599
lkl04	238602	240083
lkl04	240076	241434
lkl04	241431	242315
lkl04	242333	243898
lkl04	243895	245355
lkl04	245377	246741
lkl04	246795	249593
lkl04	249590	251410
lkl04	251624	251696
lkl04	251741	252007
lkl04	252116	253123
lkl04	253310	253741
lkl04	253755	254444
lkl04	254518	255567
lkl04	255676	256473
lkl04	256550	257218
lkl04	257205	257990
lkl04	257994	258272
lkl04	258272	259303
lkl04	259450	259935
lkl04	259937	261628
lkl04	261763	262440
lkl04	262504	263682
lkl04	263786	264850
lkl04	264847	266367
lkl04	266642	267688
lkl04	267747	268916
lkl04	268952	269956
lkl04	270596	271084
lkl04	271135	271515
lkl04	271597	272637
lkl04	272905	274230
lkl04	274341	275678
lkl04	275678	276649
lkl04	276717	277400
lkl04	277400	278110
lkl04	278107	278205
lkl04	278287	278943
lkl04	278948	280840
lkl04	280837	281442
lkl04	281416	282945
lkl04	283058	284596
lkl04	284600	286264
lkl04	286261	287898
lkl04	287919	288953
lkl04	288963	290864
lkl04	290998	292686
lkl04	292722	293345
lkl04	293419	293916
lkl04	293917	294741
lkl04	294856	295773
lkl04	295770	296774
lkl04	296774	297820
lkl04	297813	298628
lkl04	298625	299470
lkl04	299437	300279
lkl04	300321	301361
lkl04	301438	302298
lkl04	302407	302769
lkl04	302812	303750
lkl04	303772	304422
lkl04	304501	305508
lkl04	305518	306276
lkl04	306309	307388
lkl04	307395	310388
lkl04	310436	311311
lkl04	311308	312252
lkl04	312257	313618
lkl04	313731	314963
lkl04	315059	315577
lkl04	315584	316387
lkl04	316531	316977
lkl04	317052	317828
lkl04	317903	317991
lkl04	318051	320294
lkl04	320284	321531
lkl04	321544	322575
lkl04	322835	324973
lkl04	324970	326193
lkl04	326216	326938
lkl04	326998	329616
lkl04	329619	330716
lkl04	330802	332928
lkl04	332932	333525
lkl04	333528	333926
lkl04	333972	335363
lkl04	335498	336784
lkl04	336789	337532
lkl04	337609	338487
lkl04	338611	339681
lkl04	339813	341363
lkl04	341373	342011
lkl04	342016	342771
lkl04	342858	342931
lkl04	342948	343913
lkl04	343910	346528
lkl04	346672	346890
lkl04	346890	347357
lkl04	347432	348409
lkl04	348416	350389
lkl04	350761	351750
lkl04	351750	352640
lkl04	352684	352887
lkl04	352884	353222
lkl04	353222	353542
lkl04	353620	356283
lkl04	356280	356915
lkl04	356946	358100
lkl04	358097	359656
lkl04	359725	359797
lkl04	359818	360216
lkl04	360261	362426
lkl04	362427	362816
lkl04	362878	363474
lkl04	363471	364100
lkl04	364163	365350
lkl04	365430	367241
lkl04	367277	368173
lkl04	368230	369759
lkl04	369761	370357
lkl04	370354	371322
lkl04	371507	372772
lkl04	372769	373482
lkl04	373518	373991
lkl04	373988	374653
lkl04	374773	376059
lkl04	376065	376991
lkl04	376993	377886
lkl04	377879	378670
lkl04	378698	380938
lkl04	380935	381948
lkl04	381951	383030
lkl04	383027	383836
lkl04	383833	384657
lkl04	384745	386406
lkl04	386587	387228
lkl04	387321	387737
lkl04	387887	389203
